Controller,Input,Set,Height,CentreX,Left Base,Right Base,Left Top,Right Top
7066,1,2,1,30,24,0,11,0
7067,0,0,1,0,0,418,0,202
7067,0,1,1,500,380,429,238,104
7067,0,2,1,1000,371,0,183,0
7067,1,0,1,-30,0,23,0,13
7067,1,1,1,0,26,25,12,12
7067,1,2,1,30,25,0,7,0
7068,0,0,1,0,0,403,0,173
7068,0,1,1,500,422,408,208,210
7068,0,2,1,1000,441,0,209,0
7068,1,0,1,-30,0,21,0,11
7068,1,1,1,0,22,21,10,11
7068,1,2,1,30,25,0,13,0
7069,0,0,1,0,0,396,0,209
7069,0,1,1,500,375,444,235,178
7069,0,2,1,1000,441,0,152,0
7069,1,0,1,-30,0,24,0,15
7069,1,1,1,0,23,26,12,13
7069,1,2,1,30,22,0,11,0
7070,0,0,1,0,0,396,0,209
7070,0,1,1,500,375,444,235,178
7070,0,2,1,1000,441,0,152,0
7070,1,0,1,-30,0,22,0,11
7070,1,1,1,0,23,26,13,11
7070,1,2,1,30,25,0,10,0
7071,0,0,1,0,0,412,0,156
7071,0,1,1,500,365,359,188,234
7071,0,2,1,1000,435,0,206,0
7071,1,0,1,-30,0,22,0,14
7071,1,1,1,0,25,25,11,13
7071,1,2,1,30,26,0,15,0
7072,0,0,1,0,0,374,0,211
7072,0,1,1,500,400,355,180,154
7072,0,2,1,1000,470,0,204,0
7072,1,0,1,-30,0,23,0,14
7072,1,1,1,0,26,21,11,8
7072,1,2,1,30,23,0,12,0
7073,0,0,1,0,0,400,0,189
7073,0,1,1,500,399,356,201,230
7073,0,2,1,1000,397,0,235,0
7073,1,0,1,-30,0,23,0,14
7073,1,1,1,0,23,24,10,13
7073,1,2,1,30,24,0,10,0
7074,0,0,1,0,0,384,0,179
7074,0,1,1,500,408,425,126,185
7074,0,2,1,1000,371,0,208,0
7074,1,0,1,-30,0,25,0,12
7074,1,1,1,0,21,21,12,13
7074,1,2,1,30,23,0,10,0
7075,0,0,1,0,0,407,0,179
7075,0,1,1,500,408,425,126,185
7075,0,2,1,1000,371,0,208,0
7075,1,0,1,-30,0,24,0,8
7075,1,1,1,0,25,23,10,12
7075,1,2,1,30,24,0,11,0
7076,0,0,1,0,0,392,0,203
7076,0,1,1,500,391,363,212,185
7076,0,2,1,1000,400,0,248,0
7076,1,0,1,-30,0,21,0,14
7076,1,1,1,0,24,23,12,10
7076,1,2,1,30,26,0,9,0
7077,0,0,1,0,0,403,0,174
7077,0,1,1,500,387,376,241,216
7077,0,2,1,1000,412,0,227,0
7077,1,0,1,-30,0,23,0,11
7077,1,1,1,0,26,23,13,14
7077,1,2,1,30,25,0,11,0
7078,0,0,1,0,0,356,0,170
7078,0,1,1,500,359,375,221,194
7078,0,2,1,1000,418,0,195,0
7078,1,0,1,-30,0,23,0,12
7078,1,1,1,0,26,23,13,14
7078,1,2,1,30,23,0,11,0
7079,0,0,1,0,0,389,0,165
7079,0,1,1,500,365,438,228,173
7079,0,2,1,1000,419,0,245,0
7079,1,0,1,-30,0,23,0,9
7079,1,1,1,0,23,24,13,11
7079,1,2,1,30,24,0,8,0
7080,0,0,1,0,0,435,0,222
7080,0,1,1,500,357,377,157,243
7080,0,2,1,1000,387,0,227,0
7080,1,0,1,-30,0,23,0,9
7080,1,1,1,0,23,24,13,11
7080,1,2,1,30,24,0,8,0
7081,0,0,1,0,0,419,0,222
7081,0,1,1,500,365,385,200,200
7081,0,2,1,1000,387,0,227,0
7081,1,0,1,-30,0,21,0,9
7081,1,1,1,0,25,23,12,14
7081,1,2,1,30,25,0,12,0
7082,0,0,1,0,0,407,0,179
7082,0,1,1,500,408,425,126,185
7082,0,2,1,1000,371,0,208,0
7082,1,0,1,-30,0,20,0,13
7082,1,1,1,0,22,25,14,9
7082,1,2,1,30,24,0,13,0
7083,0,0,1,0,0,438,0,249
7083,0,1,1,500,389,368,247,152
7083,0,2,1,1000,368,0,156,0
7083,1,0,1,-30,0,26,0,12
7083,1,1,1,0,26,21,12,12
7083,1,2,1,30,25,0,14,0
7084,0,0,1,0,0,357,0,191
7084,0,1,1,500,406,371,207,219
7084,0,2,1,1000,422,0,157,0
7084,1,0,1,-30,0,25,0,9
7084,1,1,1,0,19,23,13,14
7084,1,2,1,30,22,0,14,0
7085,0,0,1,0,0,395,0,236
7085,0,1,1,500,408,408,245,207
7085,0,2,1,1000,402,0,181,0
7085,1,0,1,-30,0,25,0,9
7085,1,1,1,0,21,26,12,9
7085,1,2,1,30,22,0,13,0
7086,0,0,1,0,0,374,0,211
7086,0,1,1,500,400,355,180,154
7086,0,2,1,1000,438,0,204,0
7086,1,0,1,-30,0,22,0,8
7086,1,1,1,0,21,23,9,13
7086,1,2,1,30,23,0,14,0
7087,0,0,1,0,0,419,0,222
7087,0,1,1,500,365,385,200,200
7087,0,2,1,1000,387,0,227,0
7087,1,0,1,-30,0,21,0,12
7087,1,1,1,0,26,21,13,10
7087,1,2,1,30,26,0,10,0
7088,0,0,1,0,0,415,0,222
7088,0,1,1,500,365,385,200,200
7088,0,2,1,1000,387,0,227,0
7088,1,0,1,-30,0,24,0,9
7088,1,1,1,0,21,21,12,14
7088,1,2,1,30,24,0,12,0
7089,0,0,1,0,0,419,0,192
7089,0,1,1,500,365,385,200,200
7089,0,2,1,1000,387,0,250,0
7089,1,0,1,-30,0,24,0,9
7089,1,1,1,0,21,21,12,14
7089,1,2,1,30,24,0,12,0
7090,0,0,1,0,0,380,0,163
7090,0,1,1,500,434,441,203,199
7090,0,2,1,1000,412,0,247,0
7090,1,0,1,-30,0,24,0,8
7090,1,1,1,0,21,21,12,14
7090,1,2,1,30,24,0,12,0
7091,0,0,1,0,0,386,0,207
7091,0,1,1,500,432,417,225,198
7091,0,2,1,1000,410,0,163,0
7091,1,0,1,-30,0,24,0,9
7091,1,1,1,0,21,21,12,14
7091,1,2,1,30,24,0,12,0
7092,0,0,1,0,0,413,0,221
7092,0,1,1,500,367,414,176,222
7092,0,2,1,1000,449,0,174,0
7092,1,0,1,-30,0,22,0,13
7092,1,1,1,0,24,21,9,10
7092,1,2,1,30,25,0,14,0
7093,0,0,1,0,0,361,0,195
7093,0,1,1,500,362,373,238,282
7093,0,2,1,1000,396,0,220,0
7093,1,0,1,-30,0,24,0,9
7093,1,1,1,0,21,21,12,14
7093,1,2,1,30,24,0,12,0
7094,0,0,1,0,0,361,0,195
7094,0,1,1,500,362,373,283,327
7094,0,2,1,1000,396,0,220,0
7094,1,0,1,-30,0,22,0,11
7094,1,1,1,0,23,24,11,11
7094,1,2,1,30,24,0,12,0
7095,0,0,1,0,0,365,0,192
7095,0,1,1,500,391,421,220,166
7095,0,2,1,1000,419,0,174,0
7095,1,0,1,-30,0,26,0,13
7095,1,1,1,0,24,25,14,9
7095,1,2,1,30,24,0,14,0
7096,0,0,1,0,0,386,0,207
7096,0,1,1,500,443,406,225,198
7096,0,2,1,1000,410,0,209,0
7096,1,0,1,-30,0,28,0,12
7096,1,1,1,0,23,26,11,9
7096,1,2,1,30,25,0,11,0
7097,0,0,1,0,0,436,0,222
7097,0,1,1,500,331,419,200,200
7097,0,2,1,1000,387,0,227,0
7097,1,0,1,-30,0,24,0,9
7097,1,1,1,0,21,21,12,14
7097,1,2,1,30,24,0,12,0
7098,0,0,1,0,0,407,0,179
7098,0,1,1,500,408,425,126,185
7098,0,2,1,1000,310,0,208,0
7098,1,0,1,-30,0,23,0,12
7098,1,1,1,0,24,21,13,14
7098,1,2,1,30,22,0,12,0
7099,0,0,1,0,0,403,0,174
7099,0,1,1,500,394,369,241,216
7099,0,2,1,1000,412,0,227,0
7099,1,0,1,-30,0,20,0,9
7099,1,1,1,0,26,21,9,11
7099,1,2,1,30,25,0,10,0
7100,0,0,1,0,0,438,0,203
7100,0,1,1,500,431,445,205,189
7100,0,2,1,1000,392,0,238,0
7100,1,0,1,-30,0,25,0,12
7100,1,1,1,0,22,22,11,10
7100,1,2,1,30,23,0,14,0
7101,0,0,1,0,0,438,0,203
7101,0,1,1,500,431,445,205,189
7101,0,2,1,1000,392,0,238,0
7101,1,0,1,-30,0,21,0,9
7101,1,1,1,0,25,23,10,12
7101,1,2,1,30,24,0,12,0
7102,0,0,1,0,0,404,0,201
7102,0,1,1,500,360,439,189,192
7102,0,2,1,1000,438,0,213,0
7102,1,0,1,-30,0,25,0,9
7102,1,1,1,0,21,25,13,14
7102,1,2,1,30,24,0,13,0
7103,0,0,1,0,0,404,0,201
7103,0,1,1,500,360,439,189,192
7103,0,2,1,1000,431,0,213,0
7103,1,0,1,-30,0,26,0,10
7103,1,1,1,0,23,24,9,10
7103,1,2,1,30,25,0,14,0
7104,0,0,1,0,0,437,0,159
7104,0,1,1,500,439,358,186,208
7104,0,2,1,1000,411,0,208,0
7104,1,0,1,-30,0,23,0,9
7104,1,1,1,0,25,26,13,11
7104,1,2,1,30,23,0,8,0
7105,0,0,1,0,0,447,0,153
7105,0,1,1,500,401,436,159,180
7105,0,2,1,1000,383,0,151,0
7105,1,0,1,-30,0,26,0,9
7105,1,1,1,0,23,24,9,10
7105,1,2,1,30,25,0,14,0
7106,0,0,1,0,0,396,0,216
7106,0,1,1,500,375,444,235,178
7106,0,2,1,1000,441,0,152,0
7106,1,0,1,-30,0,26,0,9
7106,1,1,1,0,23,24,9,10
7106,1,2,1,30,25,0,14,0
7107,0,0,1,0,0,354,0,213
7107,0,1,1,500,387,417,244,165
7107,0,2,1,1000,353,0,166,0
7107,1,0,1,-30,0,22,0,12
7107,1,1,1,0,21,23,9,11
7107,1,2,1,30,26,0,14,0
7108,0,0,1,0,0,350,0,158
7108,0,1,1,500,361,442,179,157
7108,0,2,1,1000,426,0,283,0
7108,1,0,1,-30,0,22,0,10
7108,1,1,1,0,21,23,10,12
7108,1,2,1,30,26,0,14,0
7109,0,0,1,0,0,373,0,222
7109,0,1,1,500,365,385,200,200
7109,0,2,1,1000,352,0,227,0
7109,1,0,1,-30,0,24,0,9
7109,1,1,1,0,21,21,12,14
7109,1,2,1,30,24,0,12,0
7110,0,0,1,0,0,361,0,151
7110,0,1,1,500,443,448,234,237
7110,0,2,1,1000,399,0,278,0
7110,1,0,1,-30,0,25,0,12
7110,1,1,1,0,21,21,12,13
7110,1,2,1,30,23,0,10,0
7111,0,0,1,0,0,435,0,202
7111,0,1,1,500,390,386,240,211
7111,0,2,1,1000,453,0,205,0
7111,1,0,1,-30,0,21,0,12
7111,1,1,1,0,23,22,10,13
7111,1,2,1,30,28,0,9,0
7112,0,0,1,0,0,384,0,169
7112,0,1,1,500,387,430,161,150
7112,0,2,1,1000,398,0,237,0
7112,1,0,1,-30,0,24,0,9
7112,1,1,1,0,21,21,12,14
7112,1,2,1,30,26,0,12,0
7113,0,0,1,0,0,419,0,222
7113,0,1,1,500,331,419,165,165
7113,0,2,1,1000,387,0,227,0
7113,1,0,1,-30,0,24,0,9
7113,1,1,1,0,21,21,12,14
7113,1,2,1,30,24,0,12,0
7114,0,0,1,0,0,386,0,207
7114,0,1,1,500,432,417,270,243
7114,0,2,1,1000,368,0,209,0
7114,1,0,1,-30,0,25,0,14
7114,1,1,1,0,26,26,13,9
7114,1,2,1,30,22,0,14,0
7115,0,0,1,0,0,448,0,222
7115,0,1,1,500,401,444,162,225
7115,0,2,1,1000,433,0,173,0
7115,1,0,1,-30,0,27,0,12
7115,1,1,1,0,24,21,9,12
7115,1,2,1,30,23,0,10,0
7116,0,0,1,0,0,419,0,222
7116,0,1,1,500,365,385,200,200
7116,0,2,1,1000,387,0,227,0
7116,1,0,1,-30,0,21,0,12
7116,1,1,1,0,22,21,13,9
7116,1,2,1,30,26,0,13,0
7117,0,0,1,0,0,390,0,214
7117,0,1,1,500,380,425,175,175
7117,0,2,1,1000,404,0,195,0
7117,1,0,1,-30,0,28,0,13
7117,1,1,1,0,24,26,9,14
7117,1,2,1,30,24,0,13,0
7118,0,0,1,0,0,478,0,190
7118,0,1,1,500,401,436,159,180
7118,0,2,1,1000,401,0,164,0
7118,1,0,1,-30,0,24,0,9
7118,1,1,1,0,21,21,12,14
7118,1,2,1,30,24,0,12,0
7119,0,0,1,0,0,365,0,156
7119,0,1,1,500,409,415,201,215
7119,0,2,1,1000,413,0,216,0
7119,1,0,1,-30,0,22,0,14
7119,1,1,1,0,23,22,13,13
7119,1,2,1,30,25,0,8,0
7120,0,0,1,0,0,426,0,226
7120,0,1,1,500,360,397,154,189
7120,0,2,1,1000,432,0,229,0
7120,1,0,1,-30,0,22,0,14
7120,1,1,1,0,23,22,13,13
7120,1,2,1,30,25,0,10,0
7121,0,0,1,0,0,459,0,184
7121,0,1,1,500,408,425,109,202
7121,0,2,1,1000,371,0,208,0
7121,1,0,1,-30,0,22,0,13
7121,1,1,1,0,24,21,9,10
7121,1,2,1,30,25,0,14,0
7122,0,0,1,0,0,361,0,165
7122,0,1,1,500,365,438,228,173
7122,0,2,1,1000,419,0,237,0
7122,1,0,1,-30,0,26,0,9
7122,1,1,1,0,21,21,12,14
7122,1,2,1,30,24,0,12,0
7123,0,0,1,0,0,419,0,222
7123,0,1,1,500,370,380,200,200
7123,0,2,1,1000,387,0,227,0
7123,1,0,1,-30,0,24,0,9
7123,1,1,1,0,21,21,12,14
7123,1,2,1,30,26,0,12,0
7124,0,0,1,0,0,435,0,163
7124,0,1,1,500,437,397,159,185
7124,0,2,1,1000,417,0,194,0
7124,1,0,1,-30,0,22,0,13
7124,1,1,1,0,27,23,8,12
7124,1,2,1,30,25,0,12,0
7125,0,0,1,0,0,386,0,207
7125,0,1,1,500,432,417,177,246
7125,0,2,1,1000,410,0,209,0
7125,1,0,1,-30,0,25,0,13
7125,1,1,1,0,25,21,9,13
7125,1,2,1,30,22,0,13,0
7126,0,0,1,0,0,389,0,165
7126,0,1,1,500,365,438,228,173
7126,0,2,1,1000,419,0,245,0
7126,1,0,1,-30,0,21,0,9
7126,1,1,1,0,21,24,9,10
7126,1,2,1,30,25,0,10,0
7127,0,0,1,0,0,373,0,231
7127,0,1,1,500,391,417,156,177
7127,0,2,1,1000,413,0,252,0
7127,1,0,1,-30,0,21,0,9
7127,1,1,1,0,21,24,9,10
7127,1,2,1,30,24,0,10,0
7128,0,0,1,0,0,381,0,184
7128,0,1,1,500,408,425,126,185
7128,0,2,1,1000,371,0,193,0
7128,1,0,1,-30,0,24,0,9
7128,1,1,1,0,23,24,11,13
7128,1,2,1,30,23,0,12,0
7129,0,0,1,0,0,368,0,195
7129,0,1,1,500,449,442,188,244
7129,0,2,1,1000,364,0,160,0
7129,1,0,1,-30,0,25,0,10
7129,1,1,1,0,21,25,12,13
7129,1,2,1,30,23,0,12,0
7130,0,0,1,0,0,415,0,195
7130,0,1,1,500,449,442,188,244
7130,0,2,1,1000,364,0,150,0
7130,1,0,1,-30,0,22,0,13
7130,1,1,1,0,21,22,13,13
7130,1,2,1,30,26,0,12,0
7131,0,0,1,0,0,412,0,156
7131,0,1,1,500,365,359,188,234
7131,0,2,1,1000,435,0,216,0
7131,1,0,1,-30,0,24,0,9
7131,1,1,1,0,21,21,12,14
7131,1,2,1,30,22,0,12,0
7132,0,0,1,0,0,378,0,223
7132,0,1,1,500,394,351,155,277
7132,0,2,1,1000,399,0,196,0
7132,1,0,1,-30,0,22,0,11
7132,1,1,1,0,25,25,12,12
7132,1,2,1,30,25,0,11,0
7133,0,0,1,0,0,428,0,241
7133,0,1,1,500,378,412,156,182
7133,0,2,1,1000,392,0,191,0
7133,1,0,1,-30,0,26,0,11
7133,1,1,1,0,24,26,9,14
7133,1,2,1,30,24,0,13,0
7134,0,0,1,0,0,361,0,195
7134,0,1,1,500,362,373,238,282
7134,0,2,1,1000,396,0,220,0
7134,1,0,1,-30,0,23,0,7
7134,1,1,1,0,21,21,12,14
7134,1,2,1,30,24,0,12,0
7135,0,0,1,0,0,407,0,179
7135,0,1,1,500,408,425,126,185
7135,0,2,1,1000,390,0,208,0
7135,1,0,1,-30,0,23,0,7
7135,1,1,1,0,21,21,12,14
7135,1,2,1,30,24,0,12,0
7136,0,0,1,0,0,460,0,184
7136,0,1,1,500,441,371,216,236
7136,0,2,1,1000,429,0,232,0
7136,1,0,1,-30,0,22,0,12
7136,1,1,1,0,23,22,10,13
7136,1,2,1,30,28,0,10,0
7137,0,0,1,0,0,399,0,179
7137,0,1,1,500,373,362,179,197
7137,0,2,1,1000,367,0,193,0
7137,1,0,1,-30,0,21,0,12
7137,1,1,1,0,23,22,10,13
7137,1,2,1,30,28,0,10,0
7138,0,0,1,0,0,396,0,216
7138,0,1,1,500,418,487,235,178
7138,0,2,1,1000,441,0,152,0
7138,1,0,1,-30,0,24,0,12
7138,1,1,1,0,26,25,10,9
7138,1,2,1,30,26,0,9,0
7139,0,0,1,0,0,386,0,241
7139,0,1,1,500,390,424,196,235
7139,0,2,1,1000,379,0,229,0
7139,1,0,1,-30,0,24,0,12
7139,1,1,1,0,26,25,10,9
7139,1,2,1,30,26,0,9,0
7140,0,0,1,0,0,419,0,222
7140,0,1,1,500,354,396,200,200
7140,0,2,1,1000,387,0,274,0
7140,1,0,1,-30,0,23,0,10
7140,1,1,1,0,21,22,11,10
7140,1,2,1,30,22,0,11,0
7141,0,0,1,0,0,373,0,168
7141,0,1,1,500,366,406,184,228
7141,0,2,1,1000,364,0,141,0
7141,1,0,1,-30,0,23,0,10
7141,1,1,1,0,21,22,11,10
7141,1,2,1,30,22,0,11,0
7142,0,0,1,0,0,448,0,223
7142,0,1,1,500,406,398,157,193
7142,0,2,1,1000,425,0,259,0
7142,1,0,1,-30,0,24,0,14
7142,1,1,1,0,24,21,14,12
7142,1,2,1,30,26,0,12,0
7143,0,0,1,0,0,448,0,201
7143,0,1,1,500,406,398,157,193
7143,0,2,1,1000,409,0,259,0
7143,1,0,1,-30,0,21,0,11
7143,1,1,1,0,22,21,10,11
7143,1,2,1,30,25,0,13,0
7144,0,0,1,0,0,403,0,197
7144,0,1,1,500,422,408,208,210
7144,0,2,1,1000,441,0,209,0
7144,1,0,1,-30,0,22,0,14
7144,1,1,1,0,24,21,13,13
7144,1,2,1,30,25,0,10,0
7145,0,0,1,0,0,443,0,187
7145,0,1,1,500,384,429,176,247
7145,0,2,1,1000,371,0,242,0
7145,1,0,1,-30,0,25,0,9
7145,1,1,1,0,21,21,10,11
7145,1,2,1,30,22,0,12,0
7146,0,0,1,0,0,458,0,157
7146,0,1,1,500,333,378,192,188
7146,0,2,1,1000,432,0,221,0
7146,1,0,1,-30,0,25,0,9
7146,1,1,1,0,21,21,10,11
7146,1,2,1,30,22,0,13,0
7147,0,0,1,0,0,426,0,256
7147,0,1,1,500,364,401,154,189
7147,0,2,1,1000,432,0,229,0
7147,1,0,1,-30,0,24,0,10
7147,1,1,1,0,21,25,13,11
7147,1,2,1,30,25,0,12,0
7148,0,0,1,0,0,426,0,226
7148,0,1,1,500,364,401,154,189
7148,0,2,1,1000,432,0,229,0
7148,1,0,1,-30,0,22,0,10
7148,1,1,1,0,26,23,9,11
7148,1,2,1,30,26,0,10,0
7149,0,0,1,0,0,438,0,244
7149,0,1,1,500,402,355,247,152
7149,0,2,1,1000,368,0,156,0
7149,1,0,1,-30,0,22,0,10
7149,1,1,1,0,26,23,9,11
7149,1,2,1,30,26,0,10,0
7150,0,0,1,0,0,358,0,235
7150,0,1,1,500,356,407,191,167
7150,0,2,1,1000,390,0,192,0
7150,1,0,1,-30,0,21,0,8
7150,1,1,1,0,25,21,14,10
7150,1,2,1,30,26,0,10,0
7151,0,0,1,0,0,387,0,154
7151,0,1,1,500,361,406,237,161
7151,0,2,1,1000,405,0,174,0
7151,1,0,1,-30,0,21,0,9
7151,1,1,1,0,25,21,14,10
7151,1,2,1,30,26,0,10,0
7152,0,0,1,0,0,387,0,154
7152,0,1,1,500,330,437,237,161
7152,0,2,1,1000,405,0,174,0
7152,1,0,1,-30,0,23,0,14
7152,1,1,1,0,25,22,13,14
7152,1,2,1,30,23,0,11,0
7153,0,0,1,0,0,419,0,222
7153,0,1,1,500,365,385,200,200
7153,0,2,1,1000,387,0,227,0
7153,1,0,1,-30,0,25,0,12
7153,1,1,1,0,26,23,13,14
7153,1,2,1,30,24,0,12,0
7154,0,0,1,0,0,419,0,222
7154,0,1,1,500,365,385,200,200
7154,0,2,1,1000,387,0,227,0
7154,1,0,1,-30,0,24,0,9
7154,1,1,1,0,21,21,11,13
7154,1,2,1,30,24,0,14,0
7155,0,0,1,0,0,418,0,215
7155,0,1,1,500,401,444,162,225
7155,0,2,1,1000,393,0,204,0
7155,1,0,1,-30,0,22,0,10
7155,1,1,1,0,23,25,10,11
7155,1,2,1,30,26,0,12,0
7156,0,0,1,0,0,435,0,245
7156,0,1,1,500,414,421,221,153
7156,0,2,1,1000,395,0,225,0
7156,1,0,1,-30,0,20,0,13
7156,1,1,1,0,22,21,9,14
7156,1,2,1,30,24,0,13,0
7157,0,0,1,0,0,407,0,179
7157,0,1,1,500,431,402,126,185
7157,0,2,1,1000,340,0,208,0
7157,1,0,1,-30,0,25,0,10
7157,1,1,1,0,23,24,12,13
7157,1,2,1,30,26,0,13,0
7158,0,0,1,0,0,407,0,179
7158,0,1,1,500,408,425,126,185
7158,0,2,1,1000,340,0,208,0
7158,1,0,1,-30,0,23,0,11
7158,1,1,1,0,26,23,13,14
7158,1,2,1,30,25,0,11,0
7159,0,0,1,0,0,389,0,165
7159,0,1,1,500,365,438,181,126
7159,0,2,1,1000,419,0,294,0
7159,1,0,1,-30,0,22,0,10
7159,1,1,1,0,24,25,12,11
7159,1,2,1,30,23,0,11,0
7160,0,0,1,0,0,407,0,209
7160,0,1,1,500,427,445,229,179
7160,0,2,1,1000,441,0,229,0
7160,1,0,1,-30,0,23,0,12
7160,1,1,1,0,26,22,10,9
7160,1,2,1,30,25,0,11,0
7161,0,0,1,0,0,415,0,169
7161,0,1,1,500,375,354,202,245
7161,0,2,1,1000,410,0,208,0
7161,1,0,1,-30,0,24,0,11
7161,1,1,1,0,21,25,14,10
7161,1,2,1,30,25,0,13,0
7162,0,0,1,0,0,369,0,236
7162,0,1,1,500,416,362,143,187
7162,0,2,1,1000,396,0,190,0
7162,1,0,1,-30,0,24,0,11
7162,1,1,1,0,21,25,14,10
7162,1,2,1,30,25,0,13,0
7163,0,0,1,0,0,337,0,248
7163,0,1,1,500,421,357,165,189
7163,0,2,1,1000,321,0,150,0
7163,1,0,1,-30,0,22,0,12
7163,1,1,1,0,21,21,12,14
7163,1,2,1,30,24,0,14,0
7164,0,0,1,0,0,430,0,163
7164,0,1,1,500,353,443,212,167
7164,0,2,1,1000,408,0,219,0
7164,1,0,1,-30,0,22,0,12
7164,1,1,1,0,21,21,12,14
7164,1,2,1,30,24,0,14,0
7165,0,0,1,0,0,430,0,163
7165,0,1,1,500,365,455,212,167
7165,0,2,1,1000,408,0,219,0
7165,1,0,1,-30,0,25,0,14
7165,1,1,1,0,24,21,9,10
7165,1,2,1,30,29,0,13,0
7166,0,0,1,0,0,421,0,209
7166,0,1,1,500,364,407,155,187
7166,0,2,1,1000,401,0,174,0
7166,1,0,1,-30,0,25,0,14
7166,1,1,1,0,24,21,9,10
7166,1,2,1,30,29,0,12,0
7167,0,0,1,0,0,415,0,147
7167,0,1,1,500,375,354,202,245
7167,0,2,1,1000,410,0,212,0
7167,1,0,1,-30,0,25,0,12
7167,1,1,1,0,25,22,10,12
7167,1,2,1,30,26,0,10,0
7168,0,0,1,0,0,412,0,156
7168,0,1,1,500,365,359,188,234
7168,0,2,1,1000,435,0,216,0
7168,1,0,1,-30,0,25,0,10
7168,1,1,1,0,25,22,9,10
7168,1,2,1,30,25,0,15,0
7169,0,0,1,0,0,412,0,156
7169,0,1,1,500,365,359,188,234
7169,0,2,1,1000,435,0,216,0
7169,1,0,1,-30,0,24,0,9
7169,1,1,1,0,21,21,10,12
7169,1,2,1,30,24,0,12,0
7170,0,0,1,0,0,407,0,184
7170,0,1,1,500,408,425,126,185
7170,0,2,1,1000,371,0,208,0
7170,1,0,1,-30,0,24,0,13
7170,1,1,1,0,24,24,11,13
7170,1,2,1,30,25,0,12,0
7171,0,0,1,0,0,378,0,191
7171,0,1,1,500,408,414,183,180
7171,0,2,1,1000,444,0,166,0
7171,1,0,1,-30,0,22,0,9
7171,1,1,1,0,26,23,9,11
7171,1,2,1,30,25,0,10,0
7172,0,0,1,0,0,412,0,156
7172,0,1,1,500,365,359,188,234
7172,0,2,1,1000,416,0,262,0
7172,1,0,1,-30,0,24,0,9
7172,1,1,1,0,19,23,14,16
7172,1,2,1,30,27,0,12,0
7173,0,0,1,0,0,412,0,156
7173,0,1,1,500,365,359,188,234
7173,0,2,1,1000,435,0,216,0
7173,1,0,1,-30,0,21,0,15
7173,1,1,1,0,23,26,11,14
7173,1,2,1,30,26,0,13,0
7174,0,0,1,0,0,378,0,191
7174,0,1,1,500,361,367,183,180
7174,0,2,1,1000,444,0,166,0
7174,1,0,1,-30,0,24,0,9
7174,1,1,1,0,21,21,12,14
7174,1,2,1,30,24,0,12,0
7175,0,0,1,0,0,389,0,169
7175,0,1,1,500,380,365,213,212
7175,0,2,1,1000,431,0,210,0
7175,1,0,1,-30,0,26,0,10
7175,1,1,1,0,24,23,13,7
7175,1,2,1,30,27,0,10,0
7176,0,0,1,0,0,360,0,151
7176,0,1,1,500,361,387,188,220
7176,0,2,1,1000,441,0,153,0
7176,1,0,1,-30,0,19,0,9
7176,1,1,1,0,25,21,14,10
7176,1,2,1,30,26,0,10,0
7177,0,0,1,0,0,412,0,156
7177,0,1,1,500,365,359,223,269
7177,0,2,1,1000,416,0,216,0
7177,1,0,1,-30,0,26,0,14
7177,1,1,1,0,22,24,10,10
7177,1,2,1,30,24,0,12,0
7178,0,0,1,0,0,365,0,156
7178,0,1,1,500,365,359,223,269
7178,0,2,1,1000,416,0,216,0
7178,1,0,1,-30,0,24,0,9
7178,1,1,1,0,21,21,12,14
7178,1,2,1,30,24,0,12,0
7179,0,0,1,0,0,426,0,226
7179,0,1,1,500,364,401,154,189
7179,0,2,1,1000,432,0,229,0
7179,1,0,1,-30,0,23,0,9
7179,1,1,1,0,21,21,12,14
7179,1,2,1,30,24,0,12,0
7180,0,0,1,0,0,447,0,190
7180,0,1,1,500,401,436,159,180
7180,0,2,1,1000,383,0,164,0
7180,1,0,1,-30,0,22,0,11
7180,1,1,1,0,26,21,13,14
7180,1,2,1,30,22,0,14,0
7181,0,0,1,0,0,407,0,184
7181,0,1,1,500,408,425,126,185
7181,0,2,1,1000,371,0,208,0
7181,1,0,1,-30,0,22,0,11
7181,1,1,1,0,26,21,13,14
7181,1,2,1,30,22,0,14,0
7182,0,0,1,0,0,363,0,179
7182,0,1,1,500,419,423,230,215
7182,0,2,1,1000,448,0,195,0
7182,1,0,1,-30,0,24,0,9
7182,1,1,1,0,23,26,14,8
7182,1,2,1,30,25,0,14,0
7183,0,0,1,0,0,412,0,156
7183,0,1,1,500,365,359,188,234
7183,0,2,1,1000,435,0,216,0
7183,1,0,1,-30,0,25,0,14
7183,1,1,1,0,24,21,9,10
7183,1,2,1,30,28,0,13,0
7184,0,0,1,0,0,369,0,159
7184,0,1,1,500,354,399,176,246
7184,0,2,1,1000,382,0,182,0
7184,1,0,1,-30,0,25,0,10
7184,1,1,1,0,21,24,12,14
7184,1,2,1,30,26,0,14,0
7185,0,0,1,0,0,369,0,159
7185,0,1,1,500,354,399,176,246
7185,0,2,1,1000,382,0,182,0
7185,1,0,1,-30,0,26,0,13
7185,1,1,1,0,24,25,9,14
7185,1,2,1,30,24,0,12,0
7186,0,0,1,0,0,407,0,184
7186,0,1,1,500,408,425,126,185
7186,0,2,1,1000,371,0,160,0
7186,1,0,1,-30,0,23,0,11
7186,1,1,1,0,26,23,13,14
7186,1,2,1,30,25,0,13,0
7187,0,0,1,0,0,433,0,187
